mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
1	1	0	0	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	0				
1	1	1	1	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	1				
1	1	2	2	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	2				
1	1	3	3	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	3				
1	1	0	0	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	4				
1	1	1	1	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	5				
1	1	2	2	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/8	#		
1	1	2	2	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	6				
1	1	5/2	5/2	0.0	5/8	5/8	FiguredBass	4/4	2	1	0				1/8	_		
1	1	5/2	5/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	7				
1	1	3	3	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	6		
1	1	3	3	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	8				
2	2	4	4	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	9				
2	2	5	5	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	10				0
2	2	11/2	11/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	11				
2	2	6	6	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	12				1
2	2	7	7	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	13				
2	2	4	4	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	6\		
2	2	4	4	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	14				
2	2	5	5	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	15				
2	2	11/2	11/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	16				
2	2	6	6	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	6	4	
2	2	6	6	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	17				
2	2	7	7	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	5	#	
2	2	7	7	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	18				
3	3	8	8	4.0	0	0	Chord	4/4	1	1	1	1	1	19				
3	3	8	8	4.0	0	0	Chord	4/4	2	1	1	1	1	20				
4	4	12	12	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	21				
4	4	13	13	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	22				
4	4	14	14	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	23				
4	4	15	15	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	24				
4	4	12	12	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	25				
4	4	13	13	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	6\		
4	4	13	13	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	26				
4	4	14	14	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	6		
4	4	14	14	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	27				
4	4	15	15	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	28				
5	5	16	16	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	29				
5	5	17	17	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	30				
5	5	18	18	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	31				
5	5	16	16	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	6		
5	5	16	16	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	32				
5	5	17	17	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	5		
5	5	17	17	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	33				
5	5	18	18	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/2	#		
5	5	18	18	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	34				
6	6	20	20	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	35				2
6	6	41/2	41/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	36				
6	6	21	21	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	37				
6	6	22	22	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	38				
6	6	23	23	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	39				
6	6	20	20	0.0	0	0	FiguredBass	4/4	2	1	0				1/8	6		
6	6	20	20	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	40				
6	6	41/2	41/2	0.0	1/8	1/8	FiguredBass	4/4	2	1	0				1/8	5		
6	6	21	21	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	b		
6	6	21	21	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	41				
6	6	22	22	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/8	#		
6	6	22	22	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	42				
6	6	45/2	45/2	0.0	5/8	5/8	FiguredBass	4/4	2	1	0				1/8	_		
6	6	45/2	45/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	43				
6	6	23	23	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	6		
6	6	23	23	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	44				
7	7	24	24	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	45				
7	7	25	25	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	46				
7	7	26	26	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	47				
7	7	24	24	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	6		
7	7	24	24	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	48				
7	7	25	25	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	#		
7	7	25	25	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	49				
7	7	26	26	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	50				
8	8	28	28	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	51				
8	8	29	29	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	52				
8	8	30	30	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	53				3
8	8	61/2	61/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	54				
8	8	31	31	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	55				
8	8	28	28	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	56				
8	8	29	29	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	57				
8	8	30	30	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	58				
8	8	31	31	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	59				
9	9	32	32	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	60				
9	9	33	33	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	61				4
